ProductKey,ProductLabel,ProductName,ProductDescription,ProductSubcategoryKey,Manufacturer,BrandName,ClassID,ClassName,StyleID,StyleName,ColorID,ColorName,Size,SizeRange,SizeUnitMeasureID,Weight,WeightUnitMeasureID,UnitOfMeasureID,UnitOfMeasureName,StockTypeID,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,StopSaleDate,Status,ImageURL,ProductURL,ETLLoadID,LoadDate,UpdateDate
258,0203067,Contoso Home Theater System 5.1 Channel M1510 Silver,"300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203067,7,Silver,23.8 x 20.8 x 19.6, , ,48,pounds,1,inches,1,High,$224.87,$489.00,01-Dec-07,,On,,,1,31-Mar-09,31-Mar-09
259,0203068,Contoso Home Theater System 4.1 Channel M1410 Silver,"4.1 Channel Front Surround, USB host, analog in, optical digital in/out",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203068,7,Silver,20 x 43 x 17, , ,66,pounds,1,inches,1,High,$167.73,$329.00,23-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
260,0203069,Contoso Home Theater System 5.1 Channel M1520 Silver,"1000 watts over 5 channels, 1 center-channel speaker",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203069,7,Silver,20.2 x 30.7 x 31.2, , ,84,pounds,1,inches,1,High,$155.89,$339.00,15-Nov-07,,On,,,1,31-Mar-09,31-Mar-09
261,0203070,Contoso Home Theater System 5.1 Channel M1530 Silver,"1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,2,Product0203070,7,Silver,21.2 x 18.5 x 16.6, , ,33.1,pounds,1,inches,1,High,$183.49,$399.00,11-Feb-05,,On,,,1,31-Mar-09,31-Mar-09
262,0203071,Contoso Home Theater System 2.1 Channel E1220 Silver,"2.1 channel home theater system, includes 2 front speakers",11,"Contoso, Ltd",Contoso,1,Economy,2,Product0203071,7,Silver,20 x 43 x 17, , ,62,pounds,1,inches,1,High,$101.46,$199.00,01-Jan-04,,On,,,1,31-Mar-09,31-Mar-09
263,0203072,Contoso Home Theater System 5.1 Channel M1540 Silver,"1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203072,7,Silver,21 x 17.5 x 16.2, , ,34,pounds,1,inches,1,High,$243.27,$529.00,15-Mar-08,,On,,,1,31-Mar-09,31-Mar-09
264,0203073,Contoso Home Theater System 4.1 Channel M1420 Silver,4.1 channel front surround,11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203073,7,Silver,23.8 x 20.8 x 19.6, , ,44.1,pounds,1,inches,1,High,$244.72,$480.00,15-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
265,0203074,Contoso Home Theater System 2.1 Channel M1230 Silver,"2.1 channel home theater system, includes 2 front speakers and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203074,7,Silver,17 x 16.3 x 3.3, , ,11.4,pounds,1,inches,1,High,$183.54,$360.00,01-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
266,0203075,Contoso Home Theater System 2.1 Channel E1200 White,"2.1 channel home theater system, total power: 400 watts",11,"Contoso, Ltd",Contoso,1,Economy,1,Product0203075,8,White,23 x 19 x 17, , ,37.2,pounds,1,inches,1,High,$152.44,$299.00,05-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
267,0203076,Contoso Home Theater System 2.1 Channel M1210 White,"2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203076,8,White,8.9 x 1.8 x 10.4, , ,19,pounds,1,inches,1,High,$167.73,$329.00,05-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
268,0203077,Contoso Home Theater System 7.1 Channel M1700 White,660 watts into 7.1 channels,11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203077,8,White,23 x 20 x 19, , ,41,pounds,1,inches,1,High,$294.54,$889.00,05-Apr-05,,On,,,1,31-Mar-09,31-Mar-09
269,0203078,Contoso Home Theater System 4.1 Channel M1400 White,"4.1 channel front surround, 1080p/720p up conversion from DVD or USB",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203078,8,White,17 x 13.1 x 2.6, , ,7.5,pounds,1,inches,1,High,$208.52,$409.00,02-Jan-06,,On,,,1,31-Mar-09,31-Mar-09
270,0203079,Contoso Home Theater System 5.1 Channel M1500 White,"1000 watts over 5 channels, 1 center-channel speaker",11,"Contoso, Ltd",Contoso,2,Regular,4,Product0203079,8,White,17 x 16.3 x 3.3, , ,11.4,pounds,1,inches,1,High,$197.28,$429.00,05-Apr-05,,On,,,1,31-Mar-09,31-Mar-09
271,0203080,Contoso Home Theater System 5.1 Channel M1510 White,"300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more",11,"Contoso, Ltd",Contoso,2,Regular,2,Product0203080,8,White,144 x 96 x 48, , ,65,pounds,1,inches,1,High,$224.87,$489.00,01-Dec-07,,On,,,1,31-Mar-09,31-Mar-09
272,0203081,Contoso Home Theater System 4.1 Channel M1410 White,"4.1 channel fronts surround, USB host, analog in, optical digital in/out",11,"Contoso, Ltd",Contoso,2,Regular,5,Product0203081,8,White,18 x 39 x 31, , ,34,pounds,1,inches,1,High,$167.73,$329.00,23-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
273,0203082,Contoso Home Theater System 5.1 Channel M1520 White,"1000 watts over 5 channels, 1 center-channel speaker",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203082,8,White,20.3 x 21.8 x 12.2, , ,30.5,pounds,1,inches,1,High,$155.89,$339.00,15-Nov-07,,On,,,1,31-Mar-09,31-Mar-09
274,0203083,Contoso Home Theater System 5.1 Channel M1530 White,"1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203083,8,White,19.8 x 25.3 x 22, , ,32,pounds,1,inches,1,High,$183.49,$399.00,11-Feb-05,,On,,,1,31-Mar-09,31-Mar-09
275,0203084,Contoso Home Theater System 2.1 Channel E1220 White,"2.1 channel home theater system, includes 2 front speakers",11,"Contoso, Ltd",Contoso,1,Economy,1,Product0203084,8,White,21 x 22 x 31, , ,73,pounds,1,inches,1,High,$101.46,$199.00,01-Jan-04,,On,,,1,31-Mar-09,31-Mar-09
276,0203085,Contoso Home Theater System 5.1 Channel M1540 White,"1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,4,Product0203085,8,White,20.2 x 30.7 x 31.2, , ,90.8,pounds,1,inches,1,High,$243.27,$529.00,15-Mar-08,,On,,,1,31-Mar-09,31-Mar-09
277,0203086,Contoso Home Theater System 4.1 Channel M1420 White,4.1 Channel Front Surround,11,"Contoso, Ltd",Contoso,2,Regular,4,Product0203086,8,White,21.2 x 18.5 x 16.6, , ,32.3,pounds,1,inches,1,High,$244.72,$480.00,15-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
278,0203087,Contoso Home Theater System 2.1 Channel M1230 White,"2.1 channel home theater system, includes 2 front speakers and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203087,8,White,17.3 x 13.6 x 2.6, , ,37.5,pounds,1,inches,1,High,$183.54,$360.00,01-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
279,0203088,Contoso Home Theater System 2.1 Channel E1200 Brown,2.1 channel home theater system. Total power: 400 watts,11,"Contoso, Ltd",Contoso,1,Economy,3,Product0203088,4,Brown,23 x 20 x 19, , ,40,pounds,1,inches,1,High,$152.44,$299.00,05-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
280,0203089,Contoso Home Theater System 2.1 Channel M1210 Brown,"2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver",11,"Contoso, Ltd",Contoso,2,Regular,5,Product0203089,4,Brown,16.7 x 17 x 3, , ,11,pounds,1,inches,1,High,$167.73,$329.00,05-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
281,0203090,Contoso Home Theater System 7.1 Channel M1700 Brown,660 watts into 7.1 channels,11,"Contoso, Ltd",Contoso,2,Regular,5,Product0203090,4,Brown,23.8 x 20.8 x 19.6, , ,48,pounds,1,inches,1,High,$294.54,$889.00,05-Apr-05,,On,,,1,31-Mar-09,31-Mar-09
282,0203091,Contoso Home Theater System 4.1 Channel M1400 Brown,"4.1 Channel Front Surround, 1080p/720p up conversion from DVD or USB",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203091,4,Brown,20 x 43 x 17, , ,66,pounds,1,inches,1,High,$208.52,$409.00,02-Jan-06,,On,,,1,31-Mar-09,31-Mar-09
283,0203092,Contoso Home Theater System 5.1 Channel M1500 Brown,"1000 watts over 5 channels, 1 center-channel speaker",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203092,4,Brown,20.2 x 30.7 x 31.2, , ,84,pounds,1,inches,1,High,$197.28,$429.00,05-Apr-05,,On,,,1,31-Mar-09,31-Mar-09
284,0203093,Contoso Home Theater System 5.1 Channel M1510 Brown,"300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more",11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203093,4,Brown,21.2 x 18.5 x 16.6, , ,33.1,pounds,1,inches,1,High,$224.87,$489.00,01-Dec-07,,On,,,1,31-Mar-09,31-Mar-09
285,0203094,Contoso Home Theater System 4.1 Channel M1410 Brown,"4.1 channel front surround, USB host, Analog In, optical digital in/out",11,"Contoso, Ltd",Contoso,2,Regular,4,Product0203094,4,Brown,20 x 43 x 17, , ,62,pounds,1,inches,1,High,$167.73,$329.00,23-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
286,0203095,Contoso Home Theater System 5.1 Channel M1520 Brown,"1000 watts over 5 channels, 1 center-channel speaker",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203095,4,Brown,21 x 17.5 x 16.2, , ,34,pounds,1,inches,1,High,$155.89,$339.00,15-Nov-07,,On,,,1,31-Mar-09,31-Mar-09
287,0203096,Contoso Home Theater System 5.1 Channel M1530 Brown,"1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203096,4,Brown,23.8 x 20.8 x 19.6, , ,44.1,pounds,1,inches,1,High,$183.49,$399.00,11-Feb-05,,On,,,1,31-Mar-09,31-Mar-09
288,0203097,Contoso Home Theater System 2.1 Channel E1220 Brown,"2.1 channel home theater system, includes 2 front speakers",11,"Contoso, Ltd",Contoso,1,Economy,1,Product0203097,4,Brown,17 x 16.3 x 3.3, , ,11.4,pounds,1,inches,1,High,$101.46,$199.00,01-Jan-04,,On,,,1,31-Mar-09,31-Mar-09
289,0203098,Contoso Home Theater System 5.1 Channel M1540 Brown,"1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203098,4,Brown,23 x 19 x 17, , ,37.2,pounds,1,inches,1,High,$243.27,$529.00,15-Mar-08,,On,,,1,31-Mar-09,31-Mar-09
290,0203099,Contoso Home Theater System 4.1 Channel M1420 Brown,4.1 Channel Front Surround,11,"Contoso, Ltd",Contoso,2,Regular,1,Product0203099,4,Brown,8.9 x 1.8 x 10.4, , ,19,pounds,1,inches,3,Low,$244.72,$480.00,15-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
291,0203100,Contoso Home Theater System 2.1 Channel M1230 Brown,"2.1 channel home theater systems, includes 2 front speakers and 1 subwoofer",11,"Contoso, Ltd",Contoso,2,Regular,3,Product0203100,4,Brown,20.2 x 30.7 x 31.2, , ,41,pounds,1,inches,1,High,$183.54,$360.00,01-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
292,0205001,SV Car Video LCD7W M7080 Black,"7"" 16:9 wide motorized touch screen active matrix LCD, remote control",13,Southridge Video,Southridge Video,2,Regular,1,Product0205001,2,Black,, , ,4,pounds,1,inches,1,High,$229.93,$500.00,11-Feb-06,,On,,,1,31-Mar-09,31-Mar-09
293,0205002,SV Car Video LCD7W M7081 Black,"7"" 16:9 wide motorized touch screen active matrix LCD",13,Southridge Video,Southridge Video,2,Regular,5,Product0205002,2,Black,, , ,4.5,pounds,1,inches,1,High,$229.47,$499.00,05-Apr-06,,On,,,1,31-Mar-09,31-Mar-09
294,0205003,SV Car Video TFT7 M7000 Black,"Contains a pair of car-seat headrests with two 7"" TFT monitor",13,Southridge Video,Southridge Video,2,Regular,1,Product0205003,2,Black,, , ,3.5,pounds,1,inches,3,Low,$152.44,$299.00,08-May-05,,On,,,1,31-Mar-09,31-Mar-09
295,0205004,SV Car Video TFT6.2W E6280 Black,"6.2"" touch screen TFT widescreen active matrix display. 80W x 4 max power output",13,Southridge Video,Southridge Video,1,Economy,5,Product0205004,2,Black,, , ,3.5,pounds,1,inches,3,Low,$142.24,$279.00,09-May-05,,On,,,1,31-Mar-09,31-Mar-09
296,0205005,SV Car Video TFT6.2W E6281 Black,"6.2"" touch screen TFT widescreen active matrix display",13,Southridge Video,Southridge Video,1,Economy,4,Product0205005,2,Black,, , ,3,pounds,1,inches,3,Low,$132.05,$259.00,08-Sep-05,,On,,,1,31-Mar-09,31-Mar-09
297,0205006,SV Car Video TFT6.2W E6282 Black,"6.2"" touch screen TFT widescreen active matrix display. 80W x 2 max power output",13,Southridge Video,Southridge Video,1,Economy,3,Product0205006,2,Black,, , ,8,pounds,1,inches,3,Low,$137.14,$269.00,07-May-05,,On,,,1,31-Mar-09,31-Mar-09
298,0205007,SV Car Video TFT7 M7001 Black,"Contains car-seat headrest with two 7"" TFT monitor and USB/SD/MMC card reader",13,Southridge Video,Southridge Video,2,Regular,1,Product0205007,2,Black,, , ,4.2,pounds,1,inches,3,Low,$157.54,$309.00,04-May-05,,On,,,1,31-Mar-09,31-Mar-09
299,0205008,SV Car Video AM/FM E1000 Black,Plays AM/FM/MP3/WMA and MP4,13,Southridge Video,Southridge Video,1,Economy,2,Product0205008,2,Black,, , ,4.5,pounds,1,inches,3,Low,$101.46,$199.00,02-Jan-04,,On,,,1,31-Mar-09,31-Mar-09
300,0205009,SV Car Video AM/FM E1001 Black,"Plays AM/FM/MP3/WMA and MP4. USB and SD"" card reader",13,Southridge Video,Southridge Video,1,Economy,1,Product0205009,2,Black,, , ,4.5,pounds,1,inches,3,Low,$111.65,$219.00,03-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
301,0205010,SV Car Video TFT7 M7002 Black,"Contains a pair of car-seat headrests with two 7"" TFT monitor, Mp3/mp4 player",13,Southridge Video,Southridge Video,2,Regular,2,Product0205010,2,Black,, , ,3.5,pounds,1,inches,3,Low,$162.64,$319.00,04-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
302,0205011,SV Car Video LCD9.2W X9280 Black,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",13,Southridge Video,Southridge Video,3,Deluxe,1,Product0205011,2,Black,, , ,3.5,pounds,1,inches,3,Low,$330.99,$999.00,08-May-09,,On,,,1,31-Mar-09,31-Mar-09
303,0205012,SV Car Video LCD9.2W X9281 Black,"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio",13,Southridge Video,Southridge Video,3,Deluxe,4,Product0205012,2,Black,, , ,4.5,pounds,1,inches,3,Low,$287.92,$869.00,22-Jan-08,,On,,,1,31-Mar-09,31-Mar-09
304,0205013,SV Car Video LCD7W M7082 Black,"7"" 16:9 wide motorized touch screen active matrix LCD, remote control",13,Southridge Video,Southridge Video,2,Regular,1,Product0205013,2,Black,, , ,8,pounds,1,inches,3,Low,$321.44,$699.00,08-May-07,,On,,,1,31-Mar-09,31-Mar-09
305,0205014,SV Car Video LCD7 M7001 Black,"7"" 16:9 motorized touch screen active matrix LCD",13,Southridge Video,Southridge Video,2,Regular,2,Product0205014,2,Black,, , ,4.2,pounds,1,inches,3,Low,$151.30,$329.00,09-May-07,,On,,,1,31-Mar-09,31-Mar-09
306,0205015,SV Car Video LCD7 M7002 Black,"7"" 16:9 motorized touch screen active matrix LCD. 1152 X 234 pixel resolutions",13,Southridge Video,Southridge Video,2,Regular,3,Product0205015,2,Black,, , ,4.9,pounds,1,inches,3,Low,$169.69,$369.00,10-May-07,,On,,,1,31-Mar-09,31-Mar-09
307,0205016,SV Car Video LCD7 M7003 Black,"7"" 16:9 motorized touch screen active matrix LCD. Brightness: 450 NITS",13,Southridge Video,Southridge Video,2,Regular,1,Product0205016,2,Black,, , ,5.5,pounds,1,inches,3,Low,$169.69,$369.00,11-Jan-07,,On,,,1,31-Mar-09,31-Mar-09
308,0205017,SV Car Video LCD7W M7080 Silver,"7"" 16:9 wide motorized touch screen active matrix LCD, remote control",13,Southridge Video,Southridge Video,2,Regular,2,Product0205017,7,Silver,, , ,3.5,pounds,1,inches,3,Low,$229.93,$500.00,11-Feb-06,,On,,,1,31-Mar-09,31-Mar-09
309,0205018,SV Car Video LCD7W M7081 Silver,"7"" 16:9 wide motorized touch screen active matrix LCD",13,Southridge Video,Southridge Video,2,Regular,3,Product0205018,7,Silver,, , ,5.5,pounds,1,inches,3,Low,$229.47,$499.00,05-Apr-06,,On,,,1,31-Mar-09,31-Mar-09
310,0205019,SV Car Video TFT7 M7000 Silver,"Contains a pair of car-seat headrests with two 7"" TFT monitor",13,Southridge Video,Southridge Video,2,Regular,1,Product0205019,7,Silver,, , ,4.2,pounds,1,inches,3,Low,$152.44,$299.00,08-May-05,,On,,,1,31-Mar-09,31-Mar-09
311,0205020,SV Car Video TFT6.2W E6280 Silver,"6.2"" touch screen TFT widescreen active matrix display. 80W x 4 max power output",13,Southridge Video,Southridge Video,1,Economy,1,Product0205020,7,Silver,, , ,8,pounds,1,inches,3,Low,$142.24,$279.00,09-May-05,,On,,,1,31-Mar-09,31-Mar-09
312,0205021,SV Car Video TFT6.2W E6281 Silver,"6.2"" touch screen TFT widescreen active matrix display",13,Southridge Video,Southridge Video,1,Economy,2,Product0205021,7,Silver,, , ,4.2,pounds,1,inches,3,Low,$132.05,$259.00,08-Sep-05,,On,,,1,31-Mar-09,31-Mar-09
313,0205022,SV Car Video TFT6.2W E6282 Silver,"6.2"" touch screen TFT widescreen active matrix display. 80W x 2 max power output",13,Southridge Video,Southridge Video,1,Economy,3,Product0205022,7,Silver,, , ,5,pounds,1,inches,3,Low,$137.14,$269.00,07-May-05,,On,,,1,31-Mar-09,31-Mar-09
314,0205023,SV Car Video TFT7 M7001 Silver,"Contains car-seat headrest with two 7"" TFT monitor and USB/SD/MMC card reader",13,Southridge Video,Southridge Video,2,Regular,1,Product0205023,7,Silver,, , ,4.2,pounds,1,inches,3,Low,$157.54,$309.00,04-May-05,,On,,,1,31-Mar-09,31-Mar-09
315,0205024,SV Car Video AM/FM E1000 Silver,Plays AM/FM/MP3/WMA and MP4,13,Southridge Video,Southridge Video,1,Economy,2,Product0205024,7,Silver,, , ,5.5,pounds,1,inches,3,Low,$101.46,$199.00,02-Jan-04,,On,,,1,31-Mar-09,31-Mar-09
316,0205025,SV Car Video AM/FM E1001 Silver,"Plays AM/FM/MP3/WMA and MP4, USB and SD"" card reader",13,Southridge Video,Southridge Video,1,Economy,3,Product0205025,7,Silver,, , ,6,pounds,1,inches,3,Low,$111.65,$219.00,03-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
317,0205026,SV Car Video TFT7 M7002 Silver,"Contains a pair of car-seat headrests with two 7"" TFT monitor, Mp3/mp4 player",13,Southridge Video,Southridge Video,2,Regular,1,Product0205026,7,Silver,, , ,4.5,pounds,1,inches,3,Low,$162.64,$319.00,04-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
318,0205027,SV Car Video LCD9.2W X9280 Silver,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",13,Southridge Video,Southridge Video,3,Deluxe,3,Product0205027,7,Silver,, , ,6,pounds,1,inches,3,Low,$330.99,$999.00,08-May-09,,On,,,1,31-Mar-09,31-Mar-09
319,0205028,SV Car Video LCD9.2W X9281 Silver,"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio",13,Southridge Video,Southridge Video,3,Deluxe,1,Product0205028,7,Silver,, , ,3.3,pounds,1,inches,3,Low,$287.92,$869.00,22-Jan-08,,On,,,1,31-Mar-09,31-Mar-09
320,0205029,SV Car Video LCD7W M7082 Silver,"7"" 16:9 wide motorized touch screen active matrix LCD, remote control",13,Southridge Video,Southridge Video,2,Regular,1,Product0205029,7,Silver,, , ,5.5,pounds,1,inches,3,Low,$321.44,$699.00,08-May-07,,On,,,1,31-Mar-09,31-Mar-09
321,0205030,SV Car Video LCD7 M7001 Silver,"7"" 16:9 motorized touch screen active matrix LCD",13,Southridge Video,Southridge Video,2,Regular,3,Product0205030,7,Silver,, , ,3.5,pounds,1,inches,3,Low,$151.30,$329.00,09-May-07,,On,,,1,31-Mar-09,31-Mar-09
322,0205031,SV Car Video LCD7 M7002 Silver,"7"" 16:9 motorized touch screen active matrix LCD. 1152 X 234 pixel resolutions",13,Southridge Video,Southridge Video,2,Regular,1,Product0205031,7,Silver,, , ,8,pounds,1,inches,3,Low,$169.69,$369.00,10-May-07,,On,,,1,31-Mar-09,31-Mar-09
323,0205032,SV Car Video LCD7 M7003 Silver,"7"" 16:9 motorized touch screen active matrix LCD, brightness: 450 NITS",13,Southridge Video,Southridge Video,2,Regular,1,Product0205032,7,Silver,, , ,4.2,pounds,1,inches,3,Low,$169.69,$369.00,11-Jan-07,,On,,,1,31-Mar-09,31-Mar-09
324,0205033,SV Car Video LCD7W M7080 Brown,"7"" 16:9 wide motorized touch screen active matrix LCD, remote control",13,Southridge Video,Southridge Video,2,Regular,1,Product0205033,4,Brown,, , ,5.5,pounds,1,inches,3,Low,$229.93,$500.00,11-Feb-06,,On,,,1,31-Mar-09,31-Mar-09
325,0205034,SV Car Video LCD7W M7081 Brown,"7"" 16:9 wide motorized touch screen active matrix LCD",13,Southridge Video,Southridge Video,2,Regular,4,Product0205034,4,Brown,, , ,3.5,pounds,1,inches,3,Low,$229.47,$499.00,05-Apr-06,,On,,,1,31-Mar-09,31-Mar-09
326,0205035,SV Car Video TFT7 M7000 Brown,"Contains a pair of car-seat headrests with two 7"" TFT monitor",13,Southridge Video,Southridge Video,2,Regular,3,Product0205035,4,Brown,, , ,5.5,pounds,1,inches,3,Low,$152.44,$299.00,08-May-05,,On,,,1,31-Mar-09,31-Mar-09
327,0205036,SV Car Video TFT6.2W E6280 Brown,"6.2"" touch screen TFT widescreen active matrix display, 80W x 4 max power output",13,Southridge Video,Southridge Video,1,Economy,1,Product0205036,4,Brown,, , ,4.5,pounds,1,inches,3,Low,$142.24,$279.00,09-May-05,,On,,,1,31-Mar-09,31-Mar-09
328,0205037,SV Car Video TFT6.2W E6281 Brown,"6.2"" touch screen TFT widescreen active matrix display",13,Southridge Video,Southridge Video,1,Economy,3,Product0205037,4,Brown,, , ,4.5,pounds,1,inches,3,Low,$132.05,$259.00,08-Sep-05,,On,,,1,31-Mar-09,31-Mar-09
329,0205038,SV Car Video TFT6.2W E6282 Brown,"6.2"" touch screen TFT widescreen active matrix display, 80W x 2 max power output",13,Southridge Video,Southridge Video,1,Economy,1,Product0205038,4,Brown,, , ,3.5,pounds,1,inches,3,Low,$137.14,$269.00,07-May-05,,On,,,1,31-Mar-09,31-Mar-09
330,0205039,SV Car Video TFT7 M7001 Brown,"Contains car-seat headrest with two 7"" TFT monitor and USB/SD/MMC card reader",13,Southridge Video,Southridge Video,2,Regular,2,Product0205039,4,Brown,, , ,10,pounds,1,inches,3,Low,$157.54,$309.00,04-May-05,,On,,,1,31-Mar-09,31-Mar-09
331,0205040,SV Car Video AM/FM E1000 Brown,Plays AM/FM/MP3/WMA and MP4,13,Southridge Video,Southridge Video,1,Economy,1,Product0205040,4,Brown,, , ,5.5,pounds,1,inches,3,Low,$101.46,$199.00,02-Jan-04,,On,,,1,31-Mar-09,31-Mar-09
332,0205041,SV Car Video AM/FM E1001 Brown,"Plays AM/FM/MP3/WMA and MP4, USB and SD"" card reader",13,Southridge Video,Southridge Video,1,Economy,1,Product0205041,4,Brown,, , ,6,pounds,1,inches,3,Low,$111.65,$219.00,03-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
333,0205042,SV Car Video TFT7 M7002 Brown,"Contains a pair of car-seat headrests with two 7"" TFT monitor, Mp3/mp4 player",13,Southridge Video,Southridge Video,2,Regular,5,Product0205042,4,Brown,, , ,4.8,pounds,1,inches,3,Low,$162.64,$319.00,04-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
334,0205043,SV Car Video LCD9.2W X9280 Brown,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",13,Southridge Video,Southridge Video,3,Deluxe,5,Product0205043,4,Brown,, , ,4.7,pounds,1,inches,3,Low,$330.99,$999.00,08-May-09,,On,,,1,31-Mar-09,31-Mar-09
335,0205044,SV Car Video LCD9.2W X9281 Brown,"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio",13,Southridge Video,Southridge Video,3,Deluxe,5,Product0205044,4,Brown,, , ,4.5,pounds,1,inches,3,Low,$287.92,$869.00,22-Jan-08,,On,,,1,31-Mar-09,31-Mar-09
336,0205045,SV Car Video LCD7W M7082 Brown,"7"" 16:9 wide motorized touch screen active matrix LCD, remote control",13,Southridge Video,Southridge Video,2,Regular,3,Product0205045,4,Brown,, , ,5.5,pounds,1,inches,3,Low,$321.44,$699.00,08-May-07,,On,,,1,31-Mar-09,31-Mar-09
337,0205046,SV Car Video LCD7 M7001 Brown,"7"" 16:9 motorized touch screen active matrix LCD",13,Southridge Video,Southridge Video,2,Regular,2,Product0205046,4,Brown,, , ,3.5,pounds,1,inches,3,Low,$151.30,$329.00,09-May-07,,On,,,1,31-Mar-09,31-Mar-09
338,0301001,Fabrikam Laptop19W M9800 Black,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",15,"Fabrikam, Inc.",Fabrikam,2,Regular,5,Product0301001,2,Black,, , ,6.5,pounds,1,inches,1,High,$397.25,"$1,199.00",08-Mar-06,,On,,,1,06-Jan-09,06-Jan-09
339,0301002,Fabrikam Laptop17W M7080 Black,"320 GB hard drive, 4 GB RAM 17-inches widescreen LCD with perfect 16:9 aspect ratio",15,"Fabrikam, Inc.",Fabrikam,2,Regular,1,Product0301002,2,Black,, , ,2.8,pounds,1,inches,1,High,$404.63,$879.90,02-Jan-09,,On,,,1,07-Jan-09,07-Jan-09
340,0301003,Fabrikam Laptop17 M7000 Black,"320 GB hard drive, 2 GB RAM 17-inches screens LCD",15,"Fabrikam, Inc.",Fabrikam,2,Regular,1,Product0301003,2,Black,, , ,5.5,pounds,1,inches,1,High,$376.63,$819.00,04-Jan-07,,On,,,1,08-Jan-09,08-Jan-09
341,0301004,Fabrikam Laptop16W M6080 Black,"320 GB hard drive, 2 GB RAM 16-inches widescreen LCD",15,"Fabrikam, Inc.",Fabrikam,2,Regular,1,Product0301004,2,Black,, , ,2.2,pounds,1,inches,1,High,$444.69,$967.00,05-Jan-05,,On,,,1,09-Jan-09,09-Jan-09
342,0301005,Fabrikam Laptop16 M6000 Black,"180 GB hard drive, 2 GB RAM 16-inches LCD",15,"Fabrikam, Inc.",Fabrikam,2,Regular,5,Product0301005,2,Black,, , ,6.5,pounds,1,inches,1,High,$275.46,$599.00,08-Mar-06,,On,,,1,10-Jan-09,10-Jan-09
